name_simple,status,in_db,in_card,person_id,dynasty_db,hits,strong,sample_book,sample_juan,sample_sentence,all_books
秺金賞,拟补_待审,N,N,,,3,0,汉书,卷019.txt,|秺侯金賞為侍中太僕，七年遷。,汉书
符命,拟补_待审,N,N,,,3,0,三国志,卷02.txt,」相國華歆、太尉賈詡、御史大夫王朗及九卿上言曰：「臣等被召到，伏見太史丞許芝、左中郎將李伏所上圖讖、符命，侍中劉廙等宣叙衆心，人靈同謀。,三国志
等問皓,拟补_待审,N,N,,,3,0,三国志,卷48.txt,（注：吳平後，晉侍中庾峻等問皓侍中李仁曰：「聞吳主披人面，刖人足，有諸乎？,三国志
终为,拟补_待审,N,N,,,3,0,后汉书,第四章-宗室四王三侯列传.txt,更始立，歙从入关，封为元氏王，终为侍中。,后汉书
综并为,拟补_待审,N,N,,,3,0,三国志,第十七章-是仪胡综传.txt,权下都建业，详、综并为侍中，进封乡侯，兼左右领军。,三国志
羣转爲,拟补_待审,N,N,,,3,0,三国志,卷22.txt,羣转爲侍中，领丞相东西曹掾。,三国志
能书留,拟补_待审,N,N,,,3,0,三国志,卷21.txt,太和中，誕爲武都太守，以能書留補侍中，魏氏寶器銘題皆誕書云。,三国志
至少府,拟补_待审,N,N,,,3,0,三国志,卷12.txt,{{*|《魏書》曰：信父丹，官至少府侍中，世以儒雅顯。,三国志
至御史,拟补_待审,N,N,,,3,0,后汉书,卷116.txt,自侍中至御史，皆以文属焉。,后汉书
行合兄,拟补_待审,N,N,,,3,0,后汉书,卷56.txt,一八三四頁五行合兄侍中儵按：殿本「儵」作「鯈」。,后汉书
袁绍也,拟补_待审,N,N,,,3,0,后汉书,第六十九章-袁绍刘表列传下.txt,初，表之结袁绍也，侍中从事邓义谏不听。,列传;后汉书
護禮仪,拟补_待审,N,N,,,3,0,后汉书,卷55.txt,又遣中常侍奉太牢祠典，護禮儀侍中劉珍等及宗室列侯皆往會事。,后汉书
貴人飲,拟补_待审,N,N,,,3,0,汉书,卷054.txt,嘗與侍中貴人飲，侵陵之，莫敢應。,汉书
贵人饮,拟补_待审,N,N,,,3,0,汉书,第二十四章-李广苏建传.txt,尝与侍中贵人饮，侵陵之，莫敢应。,汉书
践脩前,拟补_待审,N,N,,,3,0,三国志,第二章-吴主传.txt,故先遣使者犒劳，又遣尚书、侍中践脩前言，以定任子。,三国志
踐修前,拟补_待审,N,N,,,3,0,三国志,卷47.txt,故先遣使者犒勞，又遣尚書、侍中踐修前言，以定任子。,三国志
车郎御,拟补_待审,N,N,,,3,0,后汉书,卷119.txt,河南尹、執金吾、雒陽令奉引，奉車郎御，侍中參乘。,后汉书
辟强为,拟补_待审,N,N,,,3,0,汉书,第七十二章-外戚传上.txt,留侯子张辟强为侍中，年十五，谓丞相陈平曰：“太后独有帝，今哭而不悲，君知其解未？,汉书
迎荐爲,拟补_待审,N,N,,,3,0,全后汉文,卷六十七.txt,五府竝辟，司空袁逢舉有道，大將軍何進請爲從事中郎，迎薦爲侍中，皆未就。,全后汉文
适逢许,拟补_待审,N,N,,,3,0,汉书,第四十九章-盖诸葛刘郑孙毋将何传.txt,丰案劾章，欲奉其事，适逢许侍中私出，丰驻车举节诏章曰：“下！,传;汉书
通謀反,拟补_待审,N,N,,,3,0,汉书,卷006.txt,侍中僕射莽何羅與弟重合侯通謀反，侍中駙馬都尉金日磾、奉車都尉霍光、騎都尉上官桀討之。,前汉纪;汉书
邓会,拟补_待审,N,N,,,3,0,后汉书,卷102.txt,癸亥，皇后邓氏坐执左道废，迁于桐宫死，宗亲侍中沘阳侯邓康、河南尹邓万、越骑校尉邓弼、虎贲中郎将安阳侯邓会、侍中监羽林左骑邓德、右骑邓寿、昆阳侯邓统、淯阳侯邓秉、议郎邓循皆系暴室，万、会死，康等免官。,后汉书
郭举为,拟补_待审,N,N,,,3,0,后汉书,卷101.txt,三二三四頁一０行憲女弟婿郭舉為侍中射聲校尉按：竇憲傳作「憲女婿」，通鑑同，此云「憲女弟婿」，未詳孰是。,后汉书
郭举爲,拟补_待审,N,N,,,3,0,后汉书,卷101.txt,竇憲爲大將軍，憲弟笃、景等皆卿、校尉，憲女弟婿郭举爲侍中、射聲校尉，與卫尉鄧叠母元俱出入宫中，謀爲不轨。,后汉书
金賞为,拟补_待审,N,N,,,3,0,汉书,卷019.txt,|秺侯金賞為侍中太僕，七年遷。,汉书
长爲,拟补_待审,N,N,,,3,0,汉书,卷093.txt,初，長爲侍中，奉兩宮使，親密。,汉书
閭丘弘,拟补_待审,N,N,,,3,0,后汉书,卷15.txt,歷乃要結光祿勛祋諷，宗正劉瑋，將作大匠薛皓，侍中閭丘弘、陳光、趙代、施延，太中大夫朱倀、第五頡，中散大夫曹成，諫議大夫李尤，符節令張敬，持書侍御史龔調，羽林右監孔顯，城門司馬徐崇，衛尉守丞樂闈，長樂、未央廄令鄭安世等十餘人，俱詣鴻都門證太子無過。,后汉书
门不服,拟补_待审,N,N,,,3,0,三国志,卷48.txt,」黃門不服，侍中刁玄、張邠啟：「黃門、藏吏辭語不同，請付獄推盡。,三国志
闳兄弟,拟补_待审,N,N,,,3,0,汉书,第六十六章-佞幸传.txt,后上置酒麒麟殿，贤父子亲属宴饮，王闳兄弟侍中、中常侍皆在侧。,汉书
阳周珌,拟补_待审,N,N,,,3,0,后汉书,卷72.txt,乃任吏部尚書漢陽周珌、侍中汝南伍瓊、（注：《英雄記》「珌」作「毖」，字仲遠，武威人。,后汉书
陵俱为,拟补_待审,N,N,,,3,0,汉书,第二十四章-李广苏建传.txt,初，武与李陵俱为侍中，武使匈奴明年，陵降，不敢求武。,汉书
陵俱爲,拟补_待审,N,N,,,3,0,汉书,卷054.txt,初，武與李陵俱爲侍中，武使匈奴明年，陵降，不敢求武。,汉书
雜守魏,拟补_待审,N,N,,,3,0,三国志,卷30.txt,王治于賴城，魏賜其王壹多雜守魏侍中，號大都尉，受魏王印。,三国志
韋誕駮,拟补_待审,N,N,,,3,0,三国志,卷11.txt,侍中韋誕駮曰：「禮賢徵士，王政之所重也，古者考行於鄉。,三国志
黄初中,拟补_待审,N,N,,,3,3,三国志,第二十一章-王卫二刘傅传.txt,伯父巽，黄初中为侍中尚书。,三国志
一襲拜,拟补_待审,N,N,,,2,0,東观汉记,018,嘉之賜布五百匹衣一襲拜侍中領騎都尉内備帷幄¶,東观汉记
三迁至,拟补_待审,N,N,,,2,0,全后汉文,卷十一.txt,永建中，拜議郎，三遷至侍中。,全后汉文
不足採,拟补_待审,N,N,,,2,0,三国志,卷14.txt,臣言誠不足採，侍中劉曄先帝謀臣，常曰蜀不可伐。,三国志
中大夫,拟补_待审,N,N,,,2,0,全汉文,卷三十三.txt,元帝卽位，進侍中中大夫。,全汉文
为成帝,拟补_待审,N,N,,,2,0,后汉书,第二十七章:张曹郑列传,父放，为成帝侍中。,后汉书
主以问,拟补_待审,N,N,,,2,0,三国志,第十章-刘彭廖李刘魏杨传.txt,后主以问侍中董允、留府长史蒋琬，琬、允咸保仪疑延。,三国志
举伏诛,拟补_待审,N,N,,,2,0,后汉书,卷116.txt,章帝元和中，侍中郭舉與後宮通，拔佩刀驚上，舉伏誅，侍中由是復出外。,后汉书
举斐任,拟补_待审,N,N,,,2,0,三国志,21,時舉斐任侍中，並無所就。,三国志
也徴拜,拟补_待审,N,N,,,2,0,后汉纪,011,之久身所安也徴拜侍中苞性恬虗以死自乞有詔¶,后汉纪
书未報,拟补_待审,N,N,,,2,0,后汉书,卷43.txt,時齊殤王子都鄉侯暢奔吊國憂，上書未報，侍中竇憲遂令人刺殺暢於城門屯□之中，而主名不立。,后汉书
书未报,拟补_待审,N,N,,,2,0,后汉书,第三十六章-朱乐何列传.txt,时齐殇王子都乡侯暢奔吊国忧，上书未报，侍中窦宪遂令人刺杀暢于城门屯卫之中，而主名不立。,后汉书
二月庚,拟补_待审,N,N,,,2,0,汉书,卷019.txt,十二月庚子，侍中駙馬都尉董賢為大司馬衞將軍。,汉书
伍琼,已在库,Y,Y,P0007,东汉,2,2,后汉书,第六十四章-郑孔荀列传.txt,公业等与侍中伍琼、卓长史何颙共说卓，以袁绍为勃海太守，以发山东之谋。,后汉书
何並斬,拟补_待审,N,N,,,2,0,汉书,卷100下,」晉灼曰：「何並斬侍中王林卿奴，是立志也。,汉书
何颙,拟补_待审,N,N,,,2,0,三国志,第十章-荀彧攸贾诩传.txt,攸与议郎郑泰、何颙、侍中种辑、越骑校尉伍琼等谋曰：“董卓无道，甚於桀纣，天下皆怨之，虽资强兵，实一匹夫耳。,三国志
侍樊丰,拟补_待审,N,N,,,2,0,后汉书,第六章-孝安帝纪.txt,辛卯，大将军耿宝、中常侍樊丰、侍中谢惲、周广、乳母野王君王圣，坐相阿党，丰、惲、广下狱死，宝自杀，圣徙雁门。,后汉书
侍樊豐,拟补_待审,N,N,,,2,0,后汉书,卷5.txt,辛卯，大將軍耿寶、中常侍樊豐、侍中謝惲、周廣、乳母野王君王聖，坐相阿黨，豐、惲、廣下獄死，寶自殺，聖徙鴈門。,后汉书
候擢拜,拟补_待审,N,N,,,2,0,隶释,020,試博士大常丞以明氣候擢拜侍中右中郎將遷九¶,隶释
允前爲,拟补_待审,N,N,,,2,0,三国志,卷09.txt,允前爲侍中，顧當與帝別，涕泣歔欷。,三国志
元元年,拟补_待审,N,N,,,2,0,汉书,第四十章-霍光金日磾传.txt,先是，后元元年，侍中仆射莽何罗与弟重合侯通谋为逆，时，光与金日磾、上官桀等共诛之，功未录。,汉书
元和中,拟补_待审,N,N,,,2,0,后汉书,卷116.txt,章帝元和中，侍中郭舉與後宮通，拔佩刀驚上，舉伏誅，侍中由是復出外。,后汉书
先帝诏,拟补_待审,N,N,,,2,0,全后汉文,卷四十九.txt,先帝詔侍中騎都尉賈逵，修理舊文，殊蓺異術，王敎一耑，苟有可㠯加于國者，靡不悉集。,全后汉文
公九卿,拟补_待审,N,N,,,2,0,三国志,卷03.txt,三公九卿侍中尚書，天下至德，皆知非道而不敢言者，以陛下春秋方剛，心畏雷霆。,三国志
关内,拟补_待审,N,N,,,2,0,汉书,卷018.txt,」）||汝南|-|樂陵安侯史髙||以悼皇考舅子侍中關内侯與-{發}-霍氏-{姦}-，侯，二千三百戸。,汉书
军吕据,拟补_待审,N,N,,,2,0,三国志,第十九章-诸葛滕二孙濮阳传.txt,权疾困，召恪、弘及太常滕胤、将军吕据、侍中孙峻，属以后事。,三国志
军吕據,拟补_待审,N,N,,,2,0,三国志,卷64.txt,權疾困，召恪、弘及太常滕胤、將軍呂據、侍中孫峻，屬以後事。,三国志
军耿宝,拟补_待审,N,N,,,2,0,后汉书,第五章-李王邓来列传.txt,明年，中常侍樊丰与大将军耿宝、侍中周广、谢惲等共谗陷太尉杨震，震遂自杀。,后汉书
军耿寶,拟补_待审,N,N,,,2,0,后汉书,卷15.txt,明年，中常侍樊豐與大將軍耿寶、侍中周廣、謝惲等共讒陷太尉楊震，震遂自殺。,后汉书
军陈羣,拟补_待审,N,N,,,2,0,三国志,卷12.txt,』太尉锺繇、司徒華歆、镇軍大將軍陳羣、侍中辛毗、尚書卫臻、守廷尉高柔等並表『勛父信有功於太祖』，求请勛罪。,三国志
军陈群,拟补_待审,N,N,,,2,0,三国志,第十二章-崔毛徐何邢鲍司马传.txt,”太尉锺繇、司徒华歆、镇军大将军陈群、侍中辛毗、尚书卫臻、守廷尉高柔等并表”勋父信有功於太祖“，求请勋罪。,三国志
初中爲,拟补_待审,N,N,,,2,0,三国志,卷21.txt,伯父巽，黃初中爲侍中尚書。,三国志
制问难,拟补_待审,N,N,,,2,0,后汉书,第二十九章-桓荣丁鸿列传.txt,肃宗诏鸿与广平王羡及诸儒楼望、成封、桓郁、贾逵等，论定《五经》同异于北宫白虎观，使五官中郎将魏应主承制问难，侍中淳于恭奏上，帝亲称制临决。,后汉书
刺史迁,拟补_待审,N,N,,,2,0,后汉纪,027,亂之才由是徴拜議郎權爲青州刺史遷侍中尚書¶,后汉纪
十三篇,拟补_待审,N,N,,,2,0,汉书,卷030.txt,孫卿賦十篇，秦時雜賦九篇，李思孝景皇帝頌十五篇，廣川惠王越賦五篇，長沙王群臣賦三篇，魏內史賦二篇，東暆令延年賦七篇，衛士令李忠賦二篇，張偃賦二篇，賈充賦四篇，張仁賦六篇，秦充賦二篇，李步昌賦二篇，侍郎謝多賦十篇，平陽公主舍人周長孺賦二篇，雒陽錡華賦九篇，眭弘賦一篇，別栩陽賦五篇，臣昌市賦六篇，臣義賦二篇，黃門書者假史王商賦十三篇，侍中徐博賦四篇，黃門書者王廣呂嘉賦五篇，漢中都尉丞華龍賦二篇，左馮翊,汉书
升迁爲,拟补_待审,N,N,,,2,0,全后汉文,卷七十七.txt,」連表上不納，而升遷爲侍中。,全后汉文
卿列校,拟补_待审,N,N,,,2,0,全后汉文,卷八十九.txt,公卿列校，侍中尚書，皆九州之選也，而不與之從容言議，諮論古事，訪國家正事，問四海豪英，琢磨珪璧，染練金錫，何㠯昭仁心于民物，廣令聞于天下哉！,全后汉文
台崇,已在库,Y,Y,P0049,东汉,2,2,后汉书,第十章-孝献帝纪.txt,曹操杀侍中台崇、尚书冯硕等。,后汉书
史蒋琬,拟补_待审,N,N,,,2,0,三国志,第九章-董刘马陈董吕传.txt,诸葛亮与长史蒋琬、侍中董允书曰：“孝起前临至吴，为吾说正方腹中有鳞甲，乡党以为不可近。,三国志
司马望,拟补_待审,N,N,,,2,0,三国志,卷04.txt,」傅暢《晉諸公贊》曰：帝常與中護軍司馬望、侍中王沈、散騎常侍裴秀、黃門侍郎鍾會等講宴於東堂，并屬文論。,三国志
同産弟,拟补_待审,N,N,,,2,0,汉书,卷018.txt,|||-|樂成敬侯許延壽||以皇太子外祖父同産弟侍中關内侯有舊恩侯，千五百戸。,汉书
吾奉引,拟补_待审,N,N,,,2,0,后汉书,卷40上.txt,法駕，公*[卿]*不在鹵簿中，唯執金吾奉引，侍中驂乘。,后汉书
和嶠爲,拟补_待审,N,N,,,2,0,三国志,卷10.txt,臣-{松}-之案和嶠爲侍中，荀顗亡沒久矣。,三国志
和洽爲,拟补_待审,N,N,,,2,0,三国志,卷01.txt,（注：《魏氏春秋》曰：以荀攸爲尚書令，涼茂爲僕射，毛玠、崔琰、常林、徐奕、何夔爲尚書，王粲、杜襲、衞覬、和洽爲侍中。,三国志
复使向,拟补_待审,N,N,,,2,0,汉书,第十八章-艺文志.txt,会向卒，哀帝复使向子侍中奉车都尉歆卒父业。,汉书
夫復拜,拟补_待审,N,N,,,2,0,隶释,021,拜太中大夫復拜侍中屯騎校尉宗正光禄勲遂授¶,隶释
始云迁,拟补_待审,N,N,,,2,0,隶释,021,太尉傳至太中大夫始云遷侍中其前自長史入登¶,隶释
子中庶,拟补_待审,N,N,,,2,0,三国志,卷23.txt,歷位太子中庶子、侍中尚書。,三国志
子伋爲,拟补_待审,N,N,,,2,0,汉书,卷070.txt,」後皇太后同母弟苟參爲水衡都尉，死，子伋爲侍中，（注：師古曰：「伋音汲。,汉书
子璜爲,拟补_待审,N,N,,,2,0,三国志,卷06.txt,兄子璜爲侍中中軍校尉典兵；,三国志
字叔則,拟补_待审,N,N,,,2,0,三国志,卷23.txt,次楷，字叔則，侍中中書令、光祿大夫、開府。,三国志
字純嘏,拟补_待审,N,N,,,2,0,三国志,卷29.txt,子粹，字純嘏，侍中。,三国志
安中爲,拟补_待审,N,N,,,2,0,全后汉文,卷九十四.txt,）==鮑衡==:衡，建安中爲侍中。,全后汉文
安初爲,拟补_待审,N,N,,,2,0,三国志,卷01.txt,少受業於鄭玄，建安初爲侍中。,三国志
尉發覺,拟补_待审,N,N,,,2,0,汉书,卷017.txt,"==孝昭功臣表=={|class=""wikitable""style=""font-size:80%""|-!號謚姓名!!功狀戶數!!始封!!子!!孫!!曾孫!!玄孫|-|秺敬侯金日磾||以駙馬都尉發覺侍中莽何羅反侯，二千二百一十八戶。",汉书
尚书亮,拟补_待审,N,N,,,2,0,三国志,卷04,使中護軍望、兼太常河南尹肅持節，與少府袤、尚書亮、侍中表等奉法駕，迎公于元城。,三国志
尚书授,拟补_待审,N,N,,,2,0,后汉书,卷95.txt,尚書授侍中常侍迎受，報聞。,后汉书
師公歆,拟补_待审,N,N,,,2,0,汉书,卷099中.txt,尋隨方士入華山，歲餘捕得，辭連國師公歆子侍中東通靈將、五司大夫隆威侯棻，棻弟右曹長水校尉伐虜侯泳，大司空邑弟左闕將軍堂威侯奇，及歆門人侍中騎都尉丁隆等，牽引公卿黨親列侯以下，死者數百人。,汉书
常侍会,拟补_待审,N,N,,,2,0,三国志,卷02.txt,臣輒與侍中常侍會議禮儀，太史官擇吉日訖，復奏。,三国志
常在侧,拟补_待审,N,N,,,2,0,史记,第六十六章-滑稽列传.txt,诏拜以为郎，常在侧侍中。,史记
常在側,拟补_待审,N,N,,,2,0,史记,卷126.txt,詔拜以為郎，常在側侍中。,史记
常楼望,拟补_待审,N,N,,,2,0,后汉书,第七十五章-儒林列传下.txt,太常楼望、侍中承宫、长水校尉樊EA52等皆受业于恭。,后汉书
常樓望,拟补_待审,N,N,,,2,0,后汉书,卷79下.txt,太常樓望、侍中承宮、長水校尉樊儵等皆受業於恭。,后汉书
平間作,拟补_待审,N,N,,,2,0,后汉书,卷26.txt,弘少而溫順，哀、平間作侍中，王莽時為共工。,后汉书
平间作,拟补_待审,N,N,,,2,0,后汉书,第十六章-伏侯宋蔡冯赵牟韦列传.txt,弘少而温顺，哀、平间作侍中，王莽时为共工。,后汉书
幸北塢,拟补_待审,N,N,,,2,0,全后汉文,卷五十一.txt,（注：《魏志‧董卓傳》注引《獻帝起居注》︰「李傕移乘輿幸北塢，侍中楊琦上封事。,全后汉文
康爲,拟补_待审,N,N,,,2,0,后汉书,卷24.txt,永元二年，光爲太僕，康爲侍中。,后汉书
弇曾孙,拟补_待审,N,N,,,2,0,后汉书,卷10下.txt,（注：案：鄧禹玄孫少府襃尚舞陰長公主，耿弇曾孫侍中良尚濮陽長公主，岑彭玄孫魏郡守熙尚涅陽長公主，來歙玄孫虎賁中郎將定尚平氏長公主，並安帝妹也。,后汉书
引見迁,拟补_待审,N,N,,,2,0,后汉纪,009,平徵爲議郞上數引見遷侍中宗正平薦舉承宮郇¶,后汉纪
復使向,拟补_待审,N,N,,,2,0,汉书,卷030.txt,會向卒，哀帝復使向子侍中奉車都尉歆卒父業。,汉书
承制问,拟补_待审,N,N,,,2,0,后汉书,第四章-肃宗孝章帝纪.txt,"""于是下太常，将、大夫、博士、议郎、郎官及诸生、诸儒会白虎观，讲议《五经》同异，使五官中郎将魏应承制问，侍中淳于恭奏，帝亲称制临决，如孝宣甘露石渠故事，作《白虎议奏》。",后汉书
掌难问,拟补_待审,N,N,,,2,0,后汉书,第七十五章-儒林列传下.txt,时会京师诸儒于白虎观，讲论《五经》同异，使应专掌难问，侍中淳于恭奏之，帝亲临称制，如石渠故事。,后汉书
掌難問,拟补_待审,N,N,,,2,0,后汉书,卷79下.txt,時會京師諸儒於白虎觀，講論《五經》同異，使應專掌難問，侍中淳于恭奏之，帝親臨稱制，如石渠故事。,后汉书
时勑,拟补_待审,N,N,,,2,0,后汉书,卷9.txt,帝疑賦卹有虛，乃親於御坐前量試作糜，乃知非實，（注：袁宏《紀》曰：「時勑侍中劉艾取米豆五升於御前作糜，得滿三盂，於是詔《尚書》曰：『米豆五升，得糜三盂，而人委頓，何也？,后汉书
月丁酉,拟补_待审,N,N,,,2,0,汉书,卷019.txt,"|-|colspan=""15""|===孝哀===|-|建平元年||四月丁酉，侍中光祿大夫傅喜為大司馬。",汉书
月丙寅,拟补_待审,N,N,,,2,0,汉书,卷019.txt,十一月丙寅，侍中騎都尉光祿大夫王莽為大司馬。,汉书
月己未,拟补_待审,N,N,,,2,0,汉书,卷019.txt,|-|竟寧元年||六月己未，侍中衞尉王鳳為大司馬大將軍。,汉书
月癸卯,拟补_待审,N,N,,,2,0,汉书,卷019.txt,|-|二|||四月癸卯，侍中太僕王音為御史大夫，一年遷。,汉书
月癸酉,拟补_待审,N,N,,,2,0,汉书,卷019.txt,|-|黃龍元年||十二月癸酉，侍中樂陵侯史高為大司馬車騎將軍。,汉书
有矫称,拟补_待审,N,N,,,2,0,后汉书,第二十章-申屠刚鲍永郅恽列传.txt,时，有矫称侍中止传舍者，兴欲谒之。,后汉书
杜辅,已在库,Y,Y,P0111,西汉,2,2,汉书,第七十四章-元后传.txt,皇后使侍中杜辅、掖庭令浊贤交送政君太子宫，见丙殿。,汉书
桓帝妹,拟补_待审,N,N,,,2,0,后汉书,卷10下.txt,益陽公主，桓帝妹，侍中寇榮從兄子尚焉。,后汉书
楙历位,拟补_待审,N,N,,,2,0,三国志,第九章-诸夏侯曹传.txt,楙历位侍中尚书、安西镇东将军，假节。,三国志
楙歷位,拟补_待审,N,N,,,2,0,三国志,卷09.txt,楙歷位侍中尚書、安西鎮東將軍，假節。,三国志
樊丰,拟补_待审,N,N,,,2,0,后汉书,第四十七章-杨震列传.txt,时诏遣使者大为阿母修弟，中常侍樊丰及侍中周广、谢恽等更相扇动，倾摇朝廷。,后汉书
樊豐,拟补_待审,N,N,,,2,0,后汉书,卷54.txt,」時詔遣使者大為阿母修第，中常侍樊豐及侍中周廣﹑謝惲等更相扇動，傾搖朝廷。,后汉书
武帝使,拟补_待审,N,N,,,2,0,三国志,卷10.txt,-{干}-寶《晉紀》曰：武帝使侍中荀顗、和嶠倶至東宮，觀察太子。,三国志
毓宴还,拟补_待审,N,N,,,2,0,三国志,卷28.txt,』是時大將軍曹爽專朝政，日縱酒沉醉，會兄侍中毓宴還，言其事。,三国志
氏亲属,拟补_待审,N,N,,,2,0,汉书,第六十六章-佞幸传.txt,董氏亲属皆侍中诸曹奉朝请，宠在丁、傅之右矣。,汉书
氏親属,拟补_待审,N,N,,,2,0,汉书,卷093.txt,董氏親屬皆侍中諸曹奉朝請，寵在丁、傅之右矣。,汉书
爲左曹,拟补_待审,N,N,,,2,0,全后汉文,卷二十一.txt,後拜太常，轉少府，免，復爲左曹侍中。,全后汉文
爲衞尉,拟补_待审,N,N,,,2,0,全汉文,卷四十三.txt,建昭中，爲衞尉侍中。,全汉文
爲郞迁,拟补_待审,N,N,,,2,0,前汉纪,013,孟時年十餘歳因將光西入關仕光爲郞遷侍中去¶,前汉纪
牧孙竒,拟补_待审,N,N,,,2,0,隶释,021,又云震長子牧富波相牧孫竒侍中竒子亮陽成亭¶,隶释;集古录
王閎,拟补_待审,N,N,,,2,2,全汉文,卷四十三,，侍中王閎上書諫，不從。,全汉文
璩官至,拟补_待审,N,N,,,2,0,三国志,第二十一章:王卫二刘傅传,璩官至侍中。,三国志
皇后使,拟补_待审,N,N,,,2,0,汉书,第七十四章-元后传.txt,皇后使侍中杜辅、掖庭令浊贤交送政君太子宫，见丙殿。,汉书
秘书监,拟补_待审,N,N,,,2,0,后汉书,第五十六章:荀韩钟陈列传,累迁秘书监、侍中。,后汉书
稍迁爲,拟补_待审,N,N,,,2,0,三国志,卷09.txt,允刑竟復吏，出爲郡守，稍遷爲侍中尚書中領軍。,三国志
縁方称,拟补_待审,N,N,,,2,0,三国志,卷10.txt,荀勗位亞-{台}-司，不與嶠同班，無縁方稱侍中。,三国志
纪爲,拟补_待审,N,N,,,2,0,后汉书,卷53.txt,注[二]續漢志曰，征爽爲司空，融爲尚書，紀爲侍中。,后汉书
耽上选,拟补_待审,N,N,,,2,0,后汉书,卷92.txt,」太常就耽上選侍中韓說、博士蔡較、谷城門候劉洪、右郎中陳調於太常府，覆校注記，平議難問。,后汉书
耿纪,已在库,Y,Y,P0165,汉魏之际,2,2,三国志,卷16.txt,荀彧进之太祖，（注：《傅子》曰：畿自荆州还，后至许，见侍中耿纪，语终夜。,三国志
臣密参,拟补_待审,N,N,,,2,0,三国志,卷47.txt,珩還言曰：「臣密參侍中劉曄，數爲賊設奸計，終不久愨。,三国志
臧報,拟补_待审,N,N,,,2,0,全汉文,卷十三.txt,）==與侍中從弟安國書==臧報侍中相知，忿俗儒淫辭冒義，有意欲校亂反正，由來久矣。,全汉文
董允,已在库,Y,Y,P0171,蜀汉,2,2,三国志,第十章-刘彭廖李刘魏杨传.txt,后主以问侍中董允、留府长史蒋琬，琬、允咸保仪疑延。,三国志
處卿校,拟补_待审,N,N,,,2,0,隶释,卷006.txt,髙聲處卿校侍中尚書㨿州典郡&KR0263;,隶释
衞尉长,拟补_待审,N,N,,,2,0,全汉文,卷八.txt,侍中衞尉長，數白宜早止，徙家反故處。,全汉文
袁紹也,拟补_待审,N,N,,,2,0,后汉书,卷74下.txt,初，表之結袁紹也，侍中從事鄧義諫不聽。,后汉书
見其子,拟补_待审,N,N,,,2,0,汉书,卷099下.txt,王邑晝夜戰，罷極，士死傷略盡，馳入宮，間關至漸臺，見其子侍中睦解衣冠欲逃，邑叱之令還，父子共守莽。,汉书
覺捕得,拟补_待审,N,N,,,2,0,史记,卷020.txt,前事武帝，覺捕得侍中謀反者馬何羅等功侯，三千戶。,史记
覺捕斬,拟补_待审,N,N,,,2,0,史记,卷020.txt,覺捕斬侍中謀反者馬何羅弟重合侯通功侯，三千戶。,史记
见其子,拟补_待审,N,N,,,2,0,汉书,第七十七章-王莽传下.txt,王邑昼夜战，罢极，士死伤略尽，驰入宫，间关至渐台，见其子侍中睦解衣冠欲逃，邑叱之令还，父子共守莽。,汉书
议郎迁,拟补_待审,N,N,,,2,0,東观汉记,016,禮讓甚見親厚郁以永平十四年為議郎遷侍中上自¶,東观汉记
賜所幸,拟补_待审,N,N,,,2,0,全汉文,卷十三.txt,㠯一通賜所幸侍中霍光，光甚好之，言爲口實。,全汉文
賦爰登,拟补_待审,N,N,,,2,0,隶释,卷019.txt,彞倫以遝于若郯子之所習介盧之所識¶¶者网不該羅情原始要終故能學爲人英文爲辭¶宗紹羲和之顯跡系相如之遐風向若生於春秋之¶間游乎闕里之堂將同貫宰貢齊衡游夏豈值取足¶於身中名於一涂㢤是以先生恒屈於不知已仕¶居下位再爲史官而發應間之論時不容道遂興思¶玄之賦爰登侍中則黨言允諧出相河間則黎民時¶雝庸渠限其所至哉若夫巡狩誥頌所以陳主徳¶二亰南都所以賛羙畿輦者與雅頌爭流英英乎其¶有味與若又造事屬辭因物興(闕)下筆,隶释
輿车前,拟补_待审,N,N,,,2,0,后汉书,卷72.txt,傕兵數百人皆持大戟在乘輿車前，侍中劉艾大呼云：『是天子也！,后汉书
车左右,拟补_待审,N,N,,,2,0,三国志,卷06.txt,傕兵數百人皆持大戟在乘輿車左右，侍中劉艾大呼云：「是天子也。,三国志
通谋反,拟补_待审,N,N,,,2,0,汉书,第七章-武帝纪.txt,侍中仆射莽河罗与弟重合侯通谋反，侍中驸马都尉金日磾、奉车都尉霍光、骑都尉上官桀讨之。,汉书
郎稍迁,拟补_待审,N,N,,,2,0,東观汉记,017,憲嗣爵乃徵愷拜為郎稍遷侍中愷之入朝在位者莫¶,東观汉记
郑文信,已在库,Y,Y,P0210,汉魏之际,2,0,三国志,卷23.txt,馮翊甲族桓、田、吉、郭及故侍中鄭文信等，頗以其各有器實，共紀識之。,三国志
郭举,已在库,Y,Y,P0215,东汉,2,0,后汉书,卷116.txt,章帝元和中，侍中郭舉與後宮通，拔佩刀驚上，舉伏誅，侍中由是復出外。,后汉书
郭及故,拟补_待审,N,N,,,2,0,三国志,卷23.txt,馮翊甲族桓、田、吉、郭及故侍中鄭文信等，頗以其各有器實，共紀識之。,三国志
酒送天,拟补_待审,N,N,,,2,0,后汉书,卷72.txt,諸將或遣婢詣省問，或齎酒送天子，侍中不通，喧呼罵詈」也。,后汉书
銀縢組,拟补_待审,N,N,,,2,0,后汉书,卷120.txt,璽以金銀縢組，侍中組負以從。,后汉书
