id,name,dynasty_primary,category,is_外戚,is_士人,is_降人,is_佞幸,is_宦官,is_勋贵,n_terms,n_sources,status
P0169,荀顗,,士人,0,0,0,0,0,0,0,0,待审
P0170,萧育,,士人,0,0,0,0,0,0,0,0,待审
P0171,董允,,士人,0,0,0,0,0,0,0,0,待审
P0172,董贤,,佞幸,0,0,0,0,0,0,0,0,待审
P0173,蔡玄,,士人,0,0,0,0,0,0,0,0,待审
P0174,蔡茂,,士人,0,0,0,0,0,0,0,0,待审
P0175,蔡邕,,阙,0,0,0,0,0,0,0,0,草稿
P0176,虞子和,,宗室/勋贵,0,0,0,0,0,0,0,0,待审
P0177,袁隗,,士人,0,0,0,0,0,0,0,0,待审
P0178,许允,,士人,0,0,0,0,0,0,0,0,待审
P0179,许延寿,,阙,0,0,0,0,0,0,0,0,草稿
P0180,许慎,,士人,0,0,0,0,0,0,0,0,待审
P0181,许相,,其他,0,0,0,0,0,0,0,0,待审
P0182,许章,,外戚,0,0,0,0,0,0,0,0,待审
P0183,诸葛瞻,,宗室/勋贵,0,0,0,0,0,0,0,0,待审
P0184,谢弼,,士人,0,0,0,0,0,0,0,0,待审
P0185,谢惲,,阙,0,0,0,0,0,0,0,0,草稿
P0186,谢笃,,外戚,0,0,0,0,0,0,0,0,待审
P0187,费祎,,士人,0,0,0,0,0,0,0,0,待审
P0188,贺纯,,阙,0,0,0,0,0,0,0,0,草稿
P0189,贾复,,勋贵,0,0,0,0,0,0,0,0,待审
P0190,贾建,,外戚,0,0,0,0,0,0,0,0,待审
P0191,贾彪,,士人,0,0,0,0,0,0,0,0,待审
P0192,贾逵,,士人,0,0,0,0,0,0,0,0,待审
P0193,赵代,,士人,0,0,0,0,0,0,0,0,待审
P0194,赵典,,士人,0,0,0,0,0,0,0,0,待审
P0195,赵孝,,士人,0,0,0,0,0,0,0,0,待审
P0196,赵憙,,勋贵,0,0,0,0,0,0,0,0,待审
P0197,赵苞,,士人,0,0,0,0,0,0,0,0,待审
P0198,邓义,,阙,0,0,0,0,0,0,0,0,草稿
P0199,邓叠,,外戚,0,0,0,0,0,0,0,0,待审
P0200,邓干,,外戚,0,0,0,0,0,0,0,0,待审
P0201,邓建,,外戚,0,0,0,0,0,0,0,0,待审
P0202,邓弘,,外戚,0,0,0,0,0,0,0,0,待审
P0203,邓蕃,,外戚,0,0,0,0,0,0,0,0,待审
P0204,邓阊,,外戚,0,0,0,0,0,0,0,0,待审
P0205,邓骘,,外戚,0,0,0,0,0,0,0,0,待审
P0206,郑業,,阙,0,0,0,0,0,0,0,0,草稿
P0207,郑均,,士人,0,0,0,0,0,0,0,0,待审
P0208,郑小同,,士人,0,0,0,0,0,0,0,0,待审
P0209,郑弘,,士人,0,0,0,0,0,0,0,0,待审
P0210,郑文信,,阙,0,0,0,0,0,0,0,0,草稿
P0211,郑玄,,士人,0,0,0,0,0,0,0,0,待审
P0212,郑称,,士人,0,0,0,0,0,0,0,0,待审
P0213,郗虑,,阙,0,0,0,0,0,0,0,0,草稿
P0214,郤巡,,士人,0,0,0,0,0,0,0,0,待审
P0215,郭举,,外戚,0,0,0,0,0,0,0,0,待审
P0216,郭攸之,,士人,0,0,0,0,0,0,0,0,待审
P0217,郭昌,,阙,0,0,0,0,0,0,0,0,待审
P0218,金安上,,降人,0,0,0,0,0,0,0,0,待审
P0219,金敞,,降人,0,0,0,0,0,0,0,0,待审
P0220,金日磾,,降人,0,0,0,0,0,0,0,0,待审
P0221,金汤,,降人,0,0,0,0,0,0,0,0,待审
P0222,金涉,,降人,0,0,0,0,0,0,0,0,待审
P0223,金融,,降人,0,0,0,0,0,0,0,0,待审
P0224,金赏,,阙,0,0,0,0,0,0,0,0,草稿
P0225,金迁,,阙,0,0,0,0,0,0,0,0,草稿
P0226,钟兴,,士人,0,0,0,0,0,0,0,0,待审
P0227,钟繇,,士人,0,0,0,0,0,0,0,0,待审
P0228,闾丘弘,,士人,0,0,0,0,0,0,0,0,待审
P0229,阎畅,,外戚,0,0,0,0,0,0,0,0,待审
P0230,阚泽,,士人,0,0,0,0,0,0,0,0,待审
P0231,阴兴,,外戚,0,0,0,0,0,0,0,0,待审
P0232,阴统,,外戚,0,0,0,0,0,0,0,0,待审
P0233,阴识,,外戚,0,0,0,0,0,0,0,0,待审
P0234,陈俊,,勋贵,0,0,0,0,0,0,0,0,待审
P0235,陈光,,士人,0,0,0,0,0,0,0,0,待审
P0236,陈泰,,士人,0,0,0,0,0,0,0,0,待审
P0237,陈球,,士人,0,0,0,0,0,0,0,0,待审
P0238,陈矫,,士人,0,0,0,0,0,0,0,0,待审
P0239,陈祗,,其他,0,0,0,0,0,0,0,0,待审
P0240,陈群,,士人,0,0,0,0,0,0,0,0,待审
P0241,陈翔,,士人,0,0,0,0,0,0,0,0,待审
P0242,霍光,,外戚/勋贵,0,0,0,0,0,0,0,0,待审
P0243,霍去病,,外戚/勋贵,0,0,0,0,0,0,0,0,待审
P0244,霍嬗,,外戚/勋贵,0,0,0,0,0,0,0,0,待审
P0245,霍山,,外戚,0,0,0,0,0,0,0,0,待审
P0246,霍禹,,外戚,0,0,0,0,0,0,0,0,待审
P0247,韩增,,勋贵,0,0,0,0,0,0,0,0,待审
P0248,韩嵩,,士人,0,0,0,0,0,0,0,0,待审
P0249,韩说,,士人,0,0,0,0,0,0,0,0,待审
P0250,顾雍,,士人,0,0,0,0,0,0,0,0,待审
P0251,马何罗,,阙,0,0,0,0,0,0,0,0,草稿
P0252,马宇,,士人,0,0,0,0,0,0,0,0,待审
P0253,马康,,外戚,0,0,0,0,0,0,0,0,待审
P0254,马武,,勋贵,0,0,0,0,0,0,0,0,待审
P0255,马良,,士人,0,0,0,0,0,0,0,0,待审
P0256,高堂隆,,士人,0,0,0,0,0,0,0,0,待审
P0257,魏应,,士人,0,0,0,0,0,0,0,0,待审
P0258,鲍勋,,士人,0,0,0,0,0,0,0,0,待审
P0259,黄权,,士人,0,0,0,0,0,0,0,0,待审
